drug name,molecular_formula,smiles,,molecular_weight
Comfrey,C20H31NO7,C/C=C(\C)/C(=O)OC1CC[N+]2(C1C(=CC2)COC(=O)C(C(C)C)(C(C)O)O)[O-],,"Breast Feeding|Lactation|Anti-Inflammatory Agents|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Trihexyphenidyl,C20H31NO,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,,Breast Feeding|Lactation|Antiparkinson Agents|Muscarinic Antagonists|Parasympatholytics
Vitamin A,C20H30O,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,,"Breast Feeding|Lactation|Milk, Human|Vitamins"
Dibucaine,C20H29N3O2,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,,"Breast Feeding|Lactation|Anesthetics, Local"
Tretinoin,C20H28O2,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Dermatologic Agents|Keratolytic Agents|Retinoids"
tamsulosin,C20H28N2O5S,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,,Breast Feeding|Lactation|Adrenergic alpha-1 Receptor Antagonists|Urological Agents
Enalapril,C20H28N2O5,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors|ACE Inhibitors|ACEIs
Remifentanil,C20H28N2O5,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,,"Breast Feeding|Lactation|Analgesics, Opioid|Narcotics|Anesthetics, Intravenous|Opiates"
Norethindrone,C20H26O2,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,,"Breast Feeding|Lactation|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic"
Norethynodrel,C20H26O2,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4,,"Breast Feeding|Lactation|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic"
Lisuride,C20H26N4O,CCN(CC)C(=O)N[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,,Breast Feeding|Lactation|Antiparkinson Agents|Dopamine Agonists|Serotonin Receptor Agonists
Trimipramine,C20H26N2,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Tiagabine,C20H25NO2S2,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C,,Breast Feeding|Lactation|Anticonvulsants|GABA Agents|Neurotransmitter Uptake Inhibitors|Neuroprotective Agents
Dienogest,C20H25NO2,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,,"Breast Feeding|Lactation|Contraceptive Agents, Female|Contraceptives, Oral, Synthetic"
Florbetapir F 18,C20H25FN2O3,CNC1=CC=C(C=C1)/C=C/C2=CN=C(C=C2)OCCOCCOCC[18F],,Breast Feeding|Lactation|Radiopharmaceuticals|Fluorine Radioisotopes|Diagnostic Agents
Ethinyl Estradiol,C20H24O2,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,,"Breast Feeding|Lactation|Estrogens|Estrogenic Steroids, Alkylated"
Quinine,C20H24N2O2,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents|Foodborne Diseases|Glucosephosphate Dehydrogenase Deficiency
Naltrexone,C20H23NO4,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,,"Breast Feeding|Lactation|Milk, Human|Alcohol Deterrents|Narcotic Antagonists"
leucovorin,C20H23N7O7,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,"Breast Feeding|Lactation|Milk, Human|Antidotes|Vitamin B Complex|Vitamins"
Amitriptyline,C20H23N,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Maprotiline,C20H23N,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Adrenergic Uptake Inhibitors"
Methotrexate,C20H22N8O5,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,"Breast Feeding|Lactation|Abortifacient Agents, Nonsteroidal|Antimetabolites, Antineoplastic|Antirheumatic Agents|Folic Acid Antagonists|Immunosuppressive Agents"
deucravacitinib,C20H22N8O3,[2H]C([2H])([2H])NC(=O)C1=NN=C(C=C1NC2=CC=CC(=C2OC)C3=NN(C=N3)C)NC(=O)C4CC4,,"Breast Feeding|Lactation|Milk, Human|Dermatologic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Tyrosine Kinase Inhibitors|Signal Transduction Inhibitors|Janus Kinase Inhibitors|JAK Inhibitors"
Azatadine,C20H22N2,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,,Breast Feeding|Lactation|Antihistamines
Pemetrexed,C20H21N5O6,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,"Breast Feeding|Lactation|Antineoplastic Agents|Antimetabolites, Antineoplastic|Antirheumatic Agents|Folic Acid Antagonists|Immunosuppressive Agents"
Cyclobenzaprine,C20H21N,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,,"Breast Feeding|Lactation|Muscle Relaxants, Central"
Raltegravir,C20H21FN6O5,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Integrase Inhibitors"
Citalopram,C20H21FN2O,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Escitalopram,C20H21FN2O,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors|Antidepressive Agents, Second-Generation"
Fenofibrate,C20H21ClO4,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,,Breast Feeding|Lactation|Anticholesteremic Agents|Antilipemic Agents|Fibric Acids
dapivirine,C20H19N5,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents"
riociguat,C20H19FN8O2,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,,Breast Feeding|Lactation|Enzyme Activators
Dolutegravir,C20H19F2N3O5,C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,,"Breast Feeding|Lactation|Milk, Human|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Integrase Inhibitors"
Trovafloxacin,C20H15F3N4O3,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Quinolones|Fluoroquinolones
pexidartinib,C20H15ClF3N5,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F,,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Tyrosine Kinase Inhibitors
Etravirine,C20H15BrN6O,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antiviral Agents|Anti-HIV Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Iodipamide,C20H14I6N2O6,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Peony,C20H13N2NaO4S,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C4=CC=CC=C43)S(=O)(=O)[O-])O.[Na+],,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Fluorescein,C20H12O5,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,,Breast Feeding|Lactation|Contrast Media|Diagnostic Agents|Fluorescent Dyes
Corticotropin,C207H308N56O58S,C[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC5=CC=C(C=C5)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]6CCCN6C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]7CCCN7C(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC8=CNC9=CC=CC=C98)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)[C@H](CO)N,,Breast Feeding|Lactation|Adrenocorticotropic Hormone|ACTH
Enfuvirtide,C204H301N51O64,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC7=CC=CC=C7)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CN=CN8)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC9=CC=C(C=C9)O)NC(=O)C,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|HIV Fusion Inhibitors"
Fingolimod,C19H33NO2,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,,Breast Feeding|Lactation|Immunosuppressive Agents|Sphingosine 1 Phosphate Receptor Modulators
Perindopril,C19H32N2O5,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,,Breast Feeding|Lactation|Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors|ACE Inhibitors|ACEIs
Artesunate,C19H28O8,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C,,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents
Testosterone,C19H28O2,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,,"Breast Feeding|Lactation|Milk, Human|Androgens|Hormones"
Glycopyrrolate,C19H28BrNO3,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],,"Breast Feeding|Lactation|Milk, Human|Adjuvants, Anesthesia|Bronchodilator Agents|Muscarinic Antagonists|Parasympatholytics"
Pentazocine,C19H27NO,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Narcotic Antagonists|Opiates"
daprodustat,C19H27N3O6,C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O,,"Breast Feeding|Lactation|Milk, Human|Enzyme Inhibitors|Prolyl-Hydroxylase Inhibitors"
Iohexol,C19H26I3N3O9,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Rotigotine,C19H25NOS,CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=CC=C3O,,Breast Feeding|Lactation|Dopamine Agonists
Terazosin,C19H25N5O4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,,Breast Feeding|Lactation|Adrenergic alpha-Antagonists|Antihypertensive Agents
Cefepime,C19H24N6O5S2,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antibacterial Agents|Cephalosporins"
Formoterol,C19H24N2O4,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,,"Breast Feeding|Lactation|Milk, Human|Anti-Asthmatic Agents|Bronchodilator Agents|Beta Adrenergic Agonists"
Arformoterol,C19H24N2O4,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O,,Breast Feeding|Lactation|Anti-Asthmatic Agents|Beta Adrenergic Agonists|Bronchodilator Agents
Labetalol,C19H24N2O3,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Praziquantel,C19H24N2O2,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,,Breast Feeding|Lactation|Anti-Infective Agents|Anthelmintics|Antiparasitic Agents
palonosetron,C19H24N2O,C1C[C@@H]2CN(C(=O)C3=CC=CC(=C23)C1)[C@@H]4CN5CCC4CC5,,Breast Feeding|Lactation|Antiemetics|Gastrointestinal Agents|Serotonin Antagonists|Serotonin 5-HT3 Receptor Antagonists
Imipramine,C19H24N2,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Reboxetine,C19H23NO3,CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3,,"Breast Feeding|Lactation|Milk, Human|Adrenergic Uptake Inhibitors|Antidepressive Agents"
Clomipramine,C19H23ClN2,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Triprolidine,C19H22N2,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,,Breast Feeding|Lactation|Antihistamines
Gatifloxacin,C19H22FN3O4,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Quinolones|Fluoroquinolones
alpelisib,C19H22F3N5O2S,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents"
Sparfloxacin,C19H22F2N4O3,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Quinolones|Fluoroquinolones
Trazodone,C19H22ClN5O,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Dothiepin,C19H21NS,CN(C)CC/C=C\1/C2=CC=CC=C2CSC3=CC=CC=C31,,"Breast Feeding|Lactation|Milk, Human|Human|Antidepressive Agents|Antidepressive Agents, Tricyclic|Adrenergic Uptake Inhibitors"
Naloxone,C19H21NO4,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,,"Breast Feeding|Lactation|Milk, Human|Narcotic Antagonists"
Doxepin,C19H21NO,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Prazosin,C19H21N5O4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,,Breast Feeding|Lactation|Adrenergic alpha-Antagonists|Antihypertensive Agents
Zolpidem,C19H21N3O,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives"
Protriptyline,C19H21N,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
Nortriptyline,C19H21N,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Tricyclic"
dolasetron,C19H20N2O3,C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54,,Breast Feeding|Lactation|Antiemetics|Gastrointestinal Agents|Serotonin Antagonists|Serotonin 5-HT3 Receptor Antagonists
Paroxetine,C19H20FNO3,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
Ketotifen,C19H19NOS,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,,Breast Feeding|Lactation|Anti-Allergic Agents|Antihistamines|Antipruritic
voxelotor,C19H19N3O3,CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O,,Breast Feeding|Lactation|Hematologic Agents
Phenindamine,C19H19N,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4,,Breast Feeding|Lactation|Antihistamines
Desloratadine,C19H19ClN2,C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,,Breast Feeding|Lactation|Antihistamines|Nonsedating Antihistamines
Rucaparib,C19H18FN3O,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Enzyme Inhibitors|Signal Transduction Inhibitors|PARP Inhibitors"
lasmiditan,C19H18F3N3O2,CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F,,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Vasoconstrictor Agents
Rivaroxaban,C19H18ClN3O5S,C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,,Breast Feeding|Lactation|Anticoagulants|Antithrombins
Cloxacillin,C19H18ClN3O5S,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Penicillins
Enasidenib,C19H17F6N7O,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Isocitrate Dehydrogenase Inhibitors
cabotegravir,C19H17F2N3O5,C[C@H]1CO[C@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Anti-Retroviral Agents|Antiviral Agents|HIV Integrase Inhibitors"
Floxacillin,C19H17ClFN3O5S,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Penicillins
Dicloxacillin,C19H17Cl2N3O5S,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Penicillins
Warfarin,C19H16O4,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,,Breast Feeding|Lactation|Anticoagulants
Indomethacin,C19H16ClNO4,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Acenocoumarol,C19H15NO6,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,,Breast Feeding|Lactation|Anticoagulants
tecovirimat,C19H15F3N2O3,C1[C@@H]2[C@H]1[C@@H]3C=C[C@H]2[C@@H]4[C@H]3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Antiviral Agents"
Vismodegib,C19H14Cl2N2O3S,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,,Breast Feeding|Lactation|Antineoplastic Agents|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors
Technetium Tc 99m Tetrofosmin,C18H40O4P2,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Tobramycin,C18H37N5O9,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Aminoglycosides
Ferric Derisomaltose,C18H34FeO16+3,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O)O)O)O)O.[Fe+3],,"Breast Feeding|Lactation|Milk, Human|Ferric Compounds|Hematinics|Iron Compounds"
Clindamycin,C18H33ClN2O5S,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents
Gadobutrol,C18H31GdN4O9,C1CN(CCN(CCN(CCN1CC(=O)[O-])CC(=O)[O-])[C@H](CO)[C@@H](CO)O)CC(=O)[O-].[Gd+3],,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Betaxolol,C18H29NO3,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiglaucoma Agents|Antiarrhythmics
Penbutolol,C18H29NO2,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O,,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Acebutolol,C18H28N2O4,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Bupivacaine,C18H28N2O,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,,"Breast Feeding|Lactation|Milk, Human|Anesthetics, Local"
Levobupivacaine,C18H28N2O,CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C,,"Breast Feeding|Lactation|Anesthetics, Local"
capsaicin,C18H27NO3,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,,Breast Feeding|Lactation|Analgesics|Catechols
dyclonine,C18H27NO2,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,,"Breast Feeding|Lactation|Anesthetics, Local"
Technetium Tc 99m Disofenin,C18H26N2O5Tc,CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)CN(CC(=O)O)CC(=O)O.[99Tc],,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
